Busca;Posicao;Valor_Pesquisado;Tempo_Resposta;Tempo_Ordenar_Vetor;Tempo_Total_Busca
Sequencial; -1; 17506; 3.213000; 0; 3.213000
Ordenado; -1; 17506; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 17506; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 17506; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 7528; 3.174000; 0; 3.174000
Ordenado; -1; 7528; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 7528; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 7528; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 13907; 3.174000; 0; 3.174000
Ordenado; -1; 13907; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 13907; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 13907; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 22800; 3.198000; 0; 3.198000
Ordenado; -1; 22800; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 22800; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 22800; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 28965; 3.179000; 0; 3.179000
Ordenado; -1; 28965; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 28965; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 28965; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 19796; 3.171000; 0; 3.171000
Ordenado; -1; 19796; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 19796; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 19796; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 17585; 3.143000; 0; 3.143000
Ordenado; -1; 17585; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 17585; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 17585; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 17981; 3.155000; 0; 3.155000
Ordenado; -1; 17981; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 17981; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 17981; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 9543; 3.130000; 0; 3.130000
Ordenado; -1; 9543; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 9543; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 9543; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 28177; 3.142000; 0; 3.142000
Ordenado; -1; 28177; 0.015000; 1716354.144000; 1716354.159000
Jump; -1; 28177; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 28177; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 24657; 3.172000; 0; 3.172000
Ordenado; -1; 24657; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 24657; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 24657; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 19098; 3.145000; 0; 3.145000
Ordenado; -1; 19098; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 19098; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 19098; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 15939; 3.143000; 0; 3.143000
Ordenado; -1; 15939; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 15939; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 15939; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 14015; 3.138000; 0; 3.138000
Ordenado; -1; 14015; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 14015; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 14015; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16203; 3.140000; 0; 3.140000
Ordenado; -1; 16203; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 16203; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16203; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 14522; 3.144000; 0; 3.144000
Ordenado; -1; 14522; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 14522; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 14522; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 23335; 3.135000; 0; 3.135000
Ordenado; -1; 23335; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 23335; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 23335; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 29989; 3.147000; 0; 3.147000
Ordenado; -1; 29989; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 29989; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 29989; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 24272; 3.132000; 0; 3.132000
Ordenado; -1; 24272; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 24272; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 24272; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 18683; 3.134000; 0; 3.134000
Ordenado; -1; 18683; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 18683; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 18683; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 12786; 3.147000; 0; 3.147000
Ordenado; -1; 12786; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 12786; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 12786; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 18411; 3.141000; 0; 3.141000
Ordenado; -1; 18411; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 18411; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 18411; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 13417; 3.137000; 0; 3.137000
Ordenado; -1; 13417; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 13417; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 13417; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 1926; 3.156000; 0; 3.156000
Ordenado; -1; 1926; 0.002000; 1716354.144000; 1716354.146000
Jump; -1; 1926; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 1926; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 28421; 3.131000; 0; 3.131000
Ordenado; -1; 28421; 0.015000; 1716354.144000; 1716354.159000
Jump; -1; 28421; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 28421; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 1956; 3.141000; 0; 3.141000
Ordenado; -1; 1956; 0.002000; 1716354.144000; 1716354.146000
Jump; -1; 1956; 0.001000; 1716354.144000; 1716354.145000
Binaria; -1; 1956; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 25981; 3.149000; 0; 3.149000
Ordenado; -1; 25981; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 25981; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 25981; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 15085; 3.137000; 0; 3.137000
Ordenado; -1; 15085; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 15085; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 15085; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 13355; 3.145000; 0; 3.145000
Ordenado; -1; 13355; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 13355; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 13355; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 23845; 3.136000; 0; 3.136000
Ordenado; -1; 23845; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 23845; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 23845; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 15355; 3.147000; 0; 3.147000
Ordenado; -1; 15355; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 15355; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 15355; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 7213; 3.128000; 0; 3.128000
Ordenado; -1; 7213; 0.005000; 1716354.144000; 1716354.149000
Jump; -1; 7213; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 7213; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 7725; 3.146000; 0; 3.146000
Ordenado; -1; 7725; 0.005000; 1716354.144000; 1716354.149000
Jump; -1; 7725; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 7725; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 29262; 3.137000; 0; 3.137000
Ordenado; -1; 29262; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 29262; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 29262; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 13; 3.134000; 0; 3.134000
Ordenado; -1; 13; 0.001000; 1716354.144000; 1716354.145000
Jump; -1; 13; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 13; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 6690; 3.145000; 0; 3.145000
Ordenado; -1; 6690; 0.005000; 1716354.144000; 1716354.149000
Jump; -1; 6690; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 6690; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 25411; 3.128000; 0; 3.128000
Ordenado; -1; 25411; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 25411; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 25411; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 23951; 3.149000; 0; 3.149000
Ordenado; -1; 23951; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 23951; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 23951; 0.001000; 1716354.144000; 1716354.145000
Sequencial; 164943; 24672; 0.984000; 0; 0.984000
Ordenado; 1768; 24672; 0.014000; 1716354.144000; 1716354.158000
Jump; 1768; 24672; 0.002000; 1716354.144000; 1716354.146000
Binaria; 1768; 24672; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 4954; 3.124000; 0; 3.124000
Ordenado; -1; 4954; 0.004000; 1716354.144000; 1716354.148000
Jump; -1; 4954; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 4954; 0.002000; 1716354.144000; 1716354.146000
Sequencial; 154311; 22128; 0.916000; 0; 0.916000
Ordenado; 1590; 22128; 0.013000; 1716354.144000; 1716354.157000
Jump; 1590; 22128; 0.002000; 1716354.144000; 1716354.146000
Binaria; 1590; 22128; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 19329; 3.134000; 0; 3.134000
Ordenado; -1; 19329; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 19329; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 19329; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 24052; 3.139000; 0; 3.139000
Ordenado; -1; 24052; 0.014000; 1716354.144000; 1716354.158000
Jump; -1; 24052; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 24052; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 14419; 3.158000; 0; 3.158000
Ordenado; -1; 14419; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 14419; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 14419; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 9696; 3.151000; 0; 3.151000
Ordenado; -1; 9696; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 9696; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 9696; 0.003000; 1716354.144000; 1716354.147000
Sequencial; -1; 10256; 3.134000; 0; 3.134000
Ordenado; -1; 10256; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 10256; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 10256; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 28941; 3.146000; 0; 3.146000
Ordenado; -1; 28941; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 28941; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 28941; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 3031; 3.164000; 0; 3.164000
Ordenado; -1; 3031; 0.003000; 1716354.144000; 1716354.147000
Jump; -1; 3031; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 3031; 0.002000; 1716354.144000; 1716354.146000
Sequencial; 415843; 16597; 2.505000; 0; 2.505000
Ordenado; 1214; 16597; 0.010000; 1716354.144000; 1716354.154000
Jump; 1214; 16597; 0.002000; 1716354.144000; 1716354.146000
Binaria; 1214; 16597; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 23213; 3.143000; 0; 3.143000
Ordenado; -1; 23213; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 23213; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 23213; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 28066; 3.127000; 0; 3.127000
Ordenado; -1; 28066; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 28066; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 28066; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 29384; 3.137000; 0; 3.137000
Ordenado; -1; 29384; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 29384; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 29384; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 11624; 3.134000; 0; 3.134000
Ordenado; -1; 11624; 0.008000; 1716354.144000; 1716354.152000
Jump; -1; 11624; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 11624; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 11483; 3.146000; 0; 3.146000
Ordenado; -1; 11483; 0.007000; 1716354.144000; 1716354.151000
Jump; -1; 11483; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 11483; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 7662; 3.140000; 0; 3.140000
Ordenado; -1; 7662; 0.005000; 1716354.144000; 1716354.149000
Jump; -1; 7662; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 7662; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16397; 3.141000; 0; 3.141000
Ordenado; -1; 16397; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 16397; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16397; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 19791; 3.133000; 0; 3.133000
Ordenado; -1; 19791; 0.012000; 1716354.144000; 1716354.156000
Jump; -1; 19791; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 19791; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 3643; 3.136000; 0; 3.136000
Ordenado; -1; 3643; 0.004000; 1716354.144000; 1716354.148000
Jump; -1; 3643; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 3643; 0.002000; 1716354.144000; 1716354.146000
Sequencial; 288669; 7834; 1.720000; 0; 1.720000
Ordenado; 554; 7834; 0.005000; 1716354.144000; 1716354.149000
Jump; 554; 7834; 0.002000; 1716354.144000; 1716354.146000
Binaria; 554; 7834; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 9498; 3.153000; 0; 3.153000
Ordenado; -1; 9498; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 9498; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 9498; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 3840; 3.127000; 0; 3.127000
Ordenado; -1; 3840; 0.003000; 1716354.144000; 1716354.147000
Jump; -1; 3840; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 3840; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 23189; 3.139000; 0; 3.139000
Ordenado; -1; 23189; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 23189; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 23189; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16711; 3.144000; 0; 3.144000
Ordenado; -1; 16711; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 16711; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 16711; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 11565; 3.133000; 0; 3.133000
Ordenado; -1; 11565; 0.007000; 1716354.144000; 1716354.151000
Jump; -1; 11565; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 11565; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 22452; 3.153000; 0; 3.153000
Ordenado; -1; 22452; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 22452; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 22452; 0.003000; 1716354.144000; 1716354.147000
Sequencial; -1; 23077; 3.153000; 0; 3.153000
Ordenado; -1; 23077; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 23077; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 23077; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 18256; 3.144000; 0; 3.144000
Ordenado; -1; 18256; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 18256; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 18256; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 24215; 3.139000; 0; 3.139000
Ordenado; -1; 24215; 0.022000; 1716354.144000; 1716354.166000
Jump; -1; 24215; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 24215; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 17028; 3.126000; 0; 3.126000
Ordenado; -1; 17028; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 17028; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 17028; 0.002000; 1716354.144000; 1716354.146000
Sequencial; 228798; 19280; 1.370000; 0; 1.370000
Ordenado; 1388; 19280; 0.011000; 1716354.144000; 1716354.155000
Jump; 1388; 19280; 0.002000; 1716354.144000; 1716354.146000
Binaria; 1388; 19280; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 29169; 3.132000; 0; 3.132000
Ordenado; -1; 29169; 0.015000; 1716354.144000; 1716354.159000
Jump; -1; 29169; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 29169; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 15508; 3.142000; 0; 3.142000
Ordenado; -1; 15508; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 15508; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 15508; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 14961; 3.270000; 0; 3.270000
Ordenado; -1; 14961; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 14961; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 14961; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 29573; 3.140000; 0; 3.140000
Ordenado; -1; 29573; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 29573; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 29573; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 29927; 3.146000; 0; 3.146000
Ordenado; -1; 29927; 0.016000; 1716354.144000; 1716354.160000
Jump; -1; 29927; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 29927; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 24657; 3.138000; 0; 3.138000
Ordenado; -1; 24657; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 24657; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 24657; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16181; 3.158000; 0; 3.158000
Ordenado; -1; 16181; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 16181; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16181; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 5220; 3.157000; 0; 3.157000
Ordenado; -1; 5220; 0.004000; 1716354.144000; 1716354.148000
Jump; -1; 5220; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 5220; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 4040; 3.129000; 0; 3.129000
Ordenado; -1; 4040; 0.003000; 1716354.144000; 1716354.147000
Jump; -1; 4040; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 4040; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 2779; 3.145000; 0; 3.145000
Ordenado; -1; 2779; 0.003000; 1716354.144000; 1716354.147000
Jump; -1; 2779; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 2779; 0.002000; 1716354.144000; 1716354.146000
Sequencial; 296626; 28433; 1.775000; 0; 1.775000
Ordenado; 2053; 28433; 0.016000; 1716354.144000; 1716354.160000
Jump; 2053; 28433; 0.003000; 1716354.144000; 1716354.147000
Binaria; 2053; 28433; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 8458; 3.146000; 0; 3.146000
Ordenado; -1; 8458; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 8458; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 8458; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 8515; 3.181000; 0; 3.181000
Ordenado; -1; 8515; 0.005000; 1716354.144000; 1716354.149000
Jump; -1; 8515; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 8515; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16409; 3.137000; 0; 3.137000
Ordenado; -1; 16409; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 16409; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16409; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 26293; 3.138000; 0; 3.138000
Ordenado; -1; 26293; 0.015000; 1716354.144000; 1716354.159000
Jump; -1; 26293; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 26293; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 16177; 3.128000; 0; 3.128000
Ordenado; -1; 16177; 0.009000; 1716354.144000; 1716354.153000
Jump; -1; 16177; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16177; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 9158; 3.135000; 0; 3.135000
Ordenado; -1; 9158; 0.006000; 1716354.144000; 1716354.150000
Jump; -1; 9158; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 9158; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 16085; 3.143000; 0; 3.143000
Ordenado; -1; 16085; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 16085; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16085; 0.002000; 1716354.144000; 1716354.146000
Sequencial; -1; 19820; 3.133000; 0; 3.133000
Ordenado; -1; 19820; 0.011000; 1716354.144000; 1716354.155000
Jump; -1; 19820; 0.003000; 1716354.144000; 1716354.147000
Binaria; -1; 19820; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 16993; 3.150000; 0; 3.150000
Ordenado; -1; 16993; 0.010000; 1716354.144000; 1716354.154000
Jump; -1; 16993; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 16993; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 1935; 3.141000; 0; 3.141000
Ordenado; -1; 1935; 0.002000; 1716354.144000; 1716354.146000
Jump; -1; 1935; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 1935; 0.001000; 1716354.144000; 1716354.145000
Sequencial; -1; 23661; 3.134000; 0; 3.134000
Ordenado; -1; 23661; 0.013000; 1716354.144000; 1716354.157000
Jump; -1; 23661; 0.002000; 1716354.144000; 1716354.146000
Binaria; -1; 23661; 0.001000; 1716354.144000; 1716354.145000
