Busca;Posicao;Valor_Pesquisado;Tempo_Resposta;Tempo_Ordenar_Vetor;Tempo_Total_Busca
Busca_Sequencial; -1; 65; 0.015000; 0; 0.015000
Busca_Sequencial_Ordenado; -1; 65; 0.002000; 26.983000; 26.985000
Jump_Search; -1; 65; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 65; 0.001000; 26.983000; 26.984000
Busca_Sequencial; -1; 276; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 276; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 276; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 276; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 87; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 87; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 87; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 87; 0.001000; 26.983000; 26.984000
Busca_Sequencial; -1; 224; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 224; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 224; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 224; 0.001000; 26.983000; 26.984000
Busca_Sequencial; 1805; 293; 0.012000; 0; 0.012000
Busca_Sequencial_Ordenado; 33; 293; 0.002000; 26.983000; 26.985000
Jump_Search; 33; 293; 0.001000; 26.983000; 26.984000
Busca_Binaria; 33; 293; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 322; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 322; 0.002000; 26.983000; 26.985000
Jump_Search; -1; 322; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 322; 0.001000; 26.983000; 26.984000
Busca_Sequencial; -1; 108; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 108; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 108; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 108; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 428; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 428; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 428; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 428; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 48; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 48; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 48; 0.001000; 26.983000; 26.984000
Busca_Binaria; -1; 48; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 489; 0.013000; 0; 0.013000
Busca_Sequencial_Ordenado; -1; 489; 0.001000; 26.983000; 26.984000
Jump_Search; -1; 489; 0.002000; 26.983000; 26.985000
Busca_Binaria; -1; 489; 0.002000; 26.983000; 26.985000
Busca_Sequencial; 790; 384; 0.006000; 0; 0.006000
Busca_Sequencial_Ordenado; 41; 384; 0.002000; 26.983000; 26.985000
Jump_Search; 41; 384; 0.002000; 26.983000; 26.985000
Busca_Binaria; 41; 384; 0.002000; 26.983000; 26.985000
Busca_Sequencial; -1; 399; 0.014000; 0; 0.014000
Busca_Sequencial_Ordenado; -1; 399; 0.002000; 26.983000; 26.985000
