Busca;Posicao;Valor_Pesquisado;Tempo_Resposta;Tempo_Ordenar_Vetor;Tempo_Total_Busca
Jump; -1; 2305; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2305; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2323; 0.193000; 0; 0.193000
Ordenado; -1; 2323; 0.012000; 7348.897000; 7348.909000
Jump; -1; 2323; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2323; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 3354; 0.196000; 0; 0.196000
Ordenado; -1; 3354; 0.017000; 7348.897000; 7348.914000
Jump; -1; 3354; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3354; 0.002000; 7348.897000; 7348.899000
Sequencial; 11602; 2508; 0.070000; 0; 0.070000
Ordenado; 1669; 2508; 0.012000; 7348.897000; 7348.909000
Jump; 1669; 2508; 0.002000; 7348.897000; 7348.899000
Binaria; 1669; 2508; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4291; 0.195000; 0; 0.195000
Ordenado; -1; 4291; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4291; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4291; 0.001000; 7348.897000; 7348.898000
Sequencial; 17322; 527; 0.103000; 0; 0.103000
Ordenado; 337; 527; 0.003000; 7348.897000; 7348.900000
Jump; 337; 527; 0.002000; 7348.897000; 7348.899000
Binaria; 338; 527; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4771; 0.194000; 0; 0.194000
Ordenado; -1; 4771; 0.023000; 7348.897000; 7348.920000
Jump; -1; 4771; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4771; 0.002000; 7348.897000; 7348.899000
Sequencial; 21147; 1979; 0.127000; 0; 0.127000
Ordenado; 1337; 1979; 0.011000; 7348.897000; 7348.908000
Jump; 1337; 1979; 0.002000; 7348.897000; 7348.899000
Binaria; 1337; 1979; 0.001000; 7348.897000; 7348.898000
Sequencial; 9121; 150; 0.055000; 0; 0.055000
Ordenado; 92; 150; 0.002000; 7348.897000; 7348.899000
Jump; 92; 150; 0.002000; 7348.897000; 7348.899000
Binaria; 92; 150; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4944; 0.195000; 0; 0.195000
Ordenado; -1; 4944; 0.024000; 7348.897000; 7348.921000
Jump; -1; 4944; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4944; 0.001000; 7348.897000; 7348.898000
Sequencial; 20207; 2802; 0.120000; 0; 0.120000
Ordenado; 1885; 2802; 0.015000; 7348.897000; 7348.912000
Jump; 1885; 2802; 0.002000; 7348.897000; 7348.899000
Binaria; 1886; 2802; 0.001000; 7348.897000; 7348.898000
Sequencial; 619; 1499; 0.005000; 0; 0.005000
Ordenado; 997; 1499; 0.009000; 7348.897000; 7348.906000
Jump; 997; 1499; 0.002000; 7348.897000; 7348.899000
Binaria; 998; 1499; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 564; 0.197000; 0; 0.197000
Ordenado; -1; 564; 0.003000; 7348.897000; 7348.900000
Jump; -1; 564; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 564; 0.002000; 7348.897000; 7348.899000
Sequencial; 15004; 4700; 0.090000; 0; 0.090000
Ordenado; 3131; 4700; 0.024000; 7348.897000; 7348.921000
Jump; 3131; 4700; 0.003000; 7348.897000; 7348.900000
Binaria; 3131; 4700; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 1264; 0.196000; 0; 0.196000
Ordenado; -1; 1264; 0.008000; 7348.897000; 7348.905000
Jump; -1; 1264; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 1264; 0.002000; 7348.897000; 7348.899000
Sequencial; 15567; 1407; 0.095000; 0; 0.095000
Ordenado; 932; 1407; 0.008000; 7348.897000; 7348.905000
Jump; 932; 1407; 0.002000; 7348.897000; 7348.899000
Binaria; 932; 1407; 0.001000; 7348.897000; 7348.898000
Sequencial; 21404; 4376; 0.129000; 0; 0.129000
Ordenado; 2932; 4376; 0.022000; 7348.897000; 7348.919000
Jump; 2932; 4376; 0.002000; 7348.897000; 7348.899000
Binaria; 2932; 4376; 0.002000; 7348.897000; 7348.899000
Sequencial; 10698; 3533; 0.065000; 0; 0.065000
Ordenado; 2397; 3533; 0.018000; 7348.897000; 7348.915000
Jump; 2397; 3533; 0.002000; 7348.897000; 7348.899000
Binaria; 2397; 3533; 0.002000; 7348.897000; 7348.899000
Sequencial; 23916; 1395; 0.143000; 0; 0.143000
Ordenado; 924; 1395; 0.008000; 7348.897000; 7348.905000
Jump; 924; 1395; 0.002000; 7348.897000; 7348.899000
Binaria; 924; 1395; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2683; 0.195000; 0; 0.195000
Ordenado; -1; 2683; 0.013000; 7348.897000; 7348.910000
Jump; -1; 2683; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2683; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4366; 0.222000; 0; 0.222000
Ordenado; -1; 4366; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4366; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4366; 0.002000; 7348.897000; 7348.899000
Sequencial; 4113; 3632; 0.026000; 0; 0.026000
Ordenado; 2481; 3632; 0.019000; 7348.897000; 7348.916000
Jump; 2481; 3632; 0.013000; 7348.897000; 7348.910000
Binaria; 2481; 3632; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 2126; 0.194000; 0; 0.194000
Ordenado; -1; 2126; 0.011000; 7348.897000; 7348.908000
Jump; -1; 2126; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2126; 0.002000; 7348.897000; 7348.899000
Sequencial; 17170; 162; 0.103000; 0; 0.103000
Ordenado; 102; 162; 0.002000; 7348.897000; 7348.899000
Jump; 102; 162; 0.002000; 7348.897000; 7348.899000
Binaria; 102; 162; 0.001000; 7348.897000; 7348.898000
Sequencial; 26288; 539; 0.157000; 0; 0.157000
Ordenado; 352; 539; 0.003000; 7348.897000; 7348.900000
Jump; 352; 539; 0.002000; 7348.897000; 7348.899000
Binaria; 352; 539; 0.001000; 7348.897000; 7348.898000
Sequencial; 20365; 2870; 0.122000; 0; 0.122000
Ordenado; 1936; 2870; 0.015000; 7348.897000; 7348.912000
Jump; 1936; 2870; 0.002000; 7348.897000; 7348.899000
Binaria; 1936; 2870; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4651; 0.192000; 0; 0.192000
Ordenado; -1; 4651; 0.023000; 7348.897000; 7348.920000
Jump; -1; 4651; 0.003000; 7348.897000; 7348.900000
Binaria; -1; 4651; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 866; 0.195000; 0; 0.195000
Ordenado; -1; 866; 0.005000; 7348.897000; 7348.902000
Jump; -1; 866; 0.001000; 7348.897000; 7348.898000
Binaria; -1; 866; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4182; 0.194000; 0; 0.194000
Ordenado; -1; 4182; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4182; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4182; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 1022; 0.194000; 0; 0.194000
Ordenado; -1; 1022; 0.005000; 7348.897000; 7348.902000
Jump; -1; 1022; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 1022; 0.002000; 7348.897000; 7348.899000
Sequencial; 14220; 337; 0.086000; 0; 0.086000
Ordenado; 225; 337; 0.003000; 7348.897000; 7348.900000
Jump; 225; 337; 0.002000; 7348.897000; 7348.899000
Binaria; 225; 337; 0.001000; 7348.897000; 7348.898000
Sequencial; 25513; 1487; 0.152000; 0; 0.152000
Ordenado; 985; 1487; 0.008000; 7348.897000; 7348.905000
Jump; 985; 1487; 0.002000; 7348.897000; 7348.899000
Binaria; 985; 1487; 0.002000; 7348.897000; 7348.899000
Sequencial; 16790; 3345; 0.101000; 0; 0.101000
Ordenado; 2271; 3345; 0.017000; 7348.897000; 7348.914000
Jump; 2271; 3345; 0.002000; 7348.897000; 7348.899000
Binaria; 2272; 3345; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 44; 0.194000; 0; 0.194000
Ordenado; -1; 44; 0.002000; 7348.897000; 7348.899000
Jump; -1; 44; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 44; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 3995; 0.194000; 0; 0.194000
Ordenado; -1; 3995; 0.020000; 7348.897000; 7348.917000
Jump; -1; 3995; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3995; 0.002000; 7348.897000; 7348.899000
Sequencial; 23165; 2637; 0.138000; 0; 0.138000
Ordenado; 1769; 2637; 0.014000; 7348.897000; 7348.911000
Jump; 1769; 2637; 0.002000; 7348.897000; 7348.899000
Binaria; 1769; 2637; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 571; 0.196000; 0; 0.196000
Ordenado; -1; 571; 0.004000; 7348.897000; 7348.901000
Jump; -1; 571; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 571; 0.002000; 7348.897000; 7348.899000
Sequencial; 21018; 119; 0.125000; 0; 0.125000
Ordenado; 79; 119; 0.002000; 7348.897000; 7348.899000
Jump; 79; 119; 0.002000; 7348.897000; 7348.899000
Binaria; 79; 119; 0.002000; 7348.897000; 7348.899000
Sequencial; 29734; 968; 0.178000; 0; 0.178000
Ordenado; 619; 968; 0.006000; 7348.897000; 7348.903000
Jump; 619; 968; 0.002000; 7348.897000; 7348.899000
Binaria; 619; 968; 0.001000; 7348.897000; 7348.898000
Sequencial; 14634; 721; 0.087000; 0; 0.087000
Ordenado; 469; 721; 0.005000; 7348.897000; 7348.902000
Jump; 469; 721; 0.002000; 7348.897000; 7348.899000
Binaria; 469; 721; 0.001000; 7348.897000; 7348.898000
Sequencial; 32341; 1415; 0.193000; 0; 0.193000
Ordenado; 937; 1415; 0.008000; 7348.897000; 7348.905000
Jump; 937; 1415; 0.002000; 7348.897000; 7348.899000
Binaria; 937; 1415; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 3770; 0.195000; 0; 0.195000
Ordenado; -1; 3770; 0.019000; 7348.897000; 7348.916000
Jump; -1; 3770; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3770; 0.002000; 7348.897000; 7348.899000
Sequencial; 19669; 2221; 0.117000; 0; 0.117000
Ordenado; 1483; 2221; 0.012000; 7348.897000; 7348.909000
Jump; 1483; 2221; 0.002000; 7348.897000; 7348.899000
Binaria; 1483; 2221; 0.001000; 7348.897000; 7348.898000
Sequencial; 21147; 1979; 0.136000; 0; 0.136000
Ordenado; 1337; 1979; 0.011000; 7348.897000; 7348.908000
Jump; 1337; 1979; 0.002000; 7348.897000; 7348.899000
Binaria; 1337; 1979; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4822; 0.196000; 0; 0.196000
Ordenado; -1; 4822; 0.024000; 7348.897000; 7348.921000
Jump; -1; 4822; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4822; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4837; 0.193000; 0; 0.193000
Ordenado; -1; 4837; 0.024000; 7348.897000; 7348.921000
Jump; -1; 4837; 0.003000; 7348.897000; 7348.900000
Binaria; -1; 4837; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 3386; 0.196000; 0; 0.196000
Ordenado; -1; 3386; 0.017000; 7348.897000; 7348.914000
Jump; -1; 3386; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3386; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 551; 0.196000; 0; 0.196000
Ordenado; -1; 551; 0.004000; 7348.897000; 7348.901000
Jump; -1; 551; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 551; 0.002000; 7348.897000; 7348.899000
Sequencial; 25039; 4722; 0.153000; 0; 0.153000
Ordenado; 3147; 4722; 0.026000; 7348.897000; 7348.923000
Jump; 3147; 4722; 0.003000; 7348.897000; 7348.900000
Binaria; 3147; 4722; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 1134; 0.198000; 0; 0.198000
Ordenado; -1; 1134; 0.006000; 7348.897000; 7348.903000
Jump; -1; 1134; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 1134; 0.002000; 7348.897000; 7348.899000
Sequencial; 31507; 3234; 0.188000; 0; 0.188000
Ordenado; 2177; 3234; 0.016000; 7348.897000; 7348.913000
Jump; 2177; 3234; 0.002000; 7348.897000; 7348.899000
Binaria; 2177; 3234; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4089; 0.196000; 0; 0.196000
Ordenado; -1; 4089; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4089; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4089; 0.002000; 7348.897000; 7348.899000
Sequencial; 24475; 4766; 0.152000; 0; 0.152000
Ordenado; 3169; 4766; 0.023000; 7348.897000; 7348.920000
Jump; 3169; 4766; 0.002000; 7348.897000; 7348.899000
Binaria; 3169; 4766; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 1712; 0.200000; 0; 0.200000
Ordenado; -1; 1712; 0.009000; 7348.897000; 7348.906000
Jump; -1; 1712; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 1712; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 603; 0.197000; 0; 0.197000
Ordenado; -1; 603; 0.004000; 7348.897000; 7348.901000
Jump; -1; 603; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 603; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 305; 0.202000; 0; 0.202000
Ordenado; -1; 305; 0.002000; 7348.897000; 7348.899000
Jump; -1; 305; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 305; 0.002000; 7348.897000; 7348.899000
Sequencial; 2138; 4582; 0.014000; 0; 0.014000
Ordenado; 3060; 4582; 0.023000; 7348.897000; 7348.920000
Jump; 3060; 4582; 0.002000; 7348.897000; 7348.899000
Binaria; 3060; 4582; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 255; 0.202000; 0; 0.202000
Ordenado; -1; 255; 0.003000; 7348.897000; 7348.900000
Jump; -1; 255; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 255; 0.002000; 7348.897000; 7348.899000
Sequencial; 19717; 2523; 0.120000; 0; 0.120000
Ordenado; 1682; 2523; 0.014000; 7348.897000; 7348.911000
Jump; 1682; 2523; 0.002000; 7348.897000; 7348.899000
Binaria; 1682; 2523; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 116; 0.196000; 0; 0.196000
Ordenado; -1; 116; 0.002000; 7348.897000; 7348.899000
Jump; -1; 116; 0.001000; 7348.897000; 7348.898000
Binaria; -1; 116; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 2629; 0.200000; 0; 0.200000
Ordenado; -1; 2629; 0.013000; 7348.897000; 7348.910000
Jump; -1; 2629; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2629; 0.001000; 7348.897000; 7348.898000
Sequencial; 16596; 2861; 0.099000; 0; 0.099000
Ordenado; 1932; 2861; 0.015000; 7348.897000; 7348.912000
Jump; 1932; 2861; 0.002000; 7348.897000; 7348.899000
Binaria; 1932; 2861; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 1604; 0.211000; 0; 0.211000
Ordenado; -1; 1604; 0.008000; 7348.897000; 7348.905000
Jump; -1; 1604; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 1604; 0.001000; 7348.897000; 7348.898000
Sequencial; 7681; 974; 0.046000; 0; 0.046000
Ordenado; 624; 974; 0.006000; 7348.897000; 7348.903000
Jump; 624; 974; 0.001000; 7348.897000; 7348.898000
Binaria; 624; 974; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2905; 0.194000; 0; 0.194000
Ordenado; -1; 2905; 0.015000; 7348.897000; 7348.912000
Jump; -1; 2905; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2905; 0.002000; 7348.897000; 7348.899000
Sequencial; 9320; 1951; 0.056000; 0; 0.056000
Ordenado; 1313; 1951; 0.011000; 7348.897000; 7348.908000
Jump; 1313; 1951; 0.002000; 7348.897000; 7348.899000
Binaria; 1314; 1951; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4963; 0.194000; 0; 0.194000
Ordenado; -1; 4963; 0.025000; 7348.897000; 7348.922000
Jump; -1; 4963; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4963; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 3476; 0.195000; 0; 0.195000
Ordenado; -1; 3476; 0.017000; 7348.897000; 7348.914000
Jump; -1; 3476; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3476; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2070; 0.193000; 0; 0.193000
Ordenado; -1; 2070; 0.011000; 7348.897000; 7348.908000
Jump; -1; 2070; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2070; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 932; 0.198000; 0; 0.198000
Ordenado; -1; 932; 0.005000; 7348.897000; 7348.902000
Jump; -1; 932; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 932; 0.002000; 7348.897000; 7348.899000
Sequencial; 1644; 549; 0.011000; 0; 0.011000
Ordenado; 359; 549; 0.004000; 7348.897000; 7348.901000
Jump; 359; 549; 0.002000; 7348.897000; 7348.899000
Binaria; 360; 549; 0.002000; 7348.897000; 7348.899000
Sequencial; 5022; 3486; 0.032000; 0; 0.032000
Ordenado; 2369; 3486; 0.018000; 7348.897000; 7348.915000
Jump; 2369; 3486; 0.002000; 7348.897000; 7348.899000
Binaria; 2369; 3486; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 1054; 0.215000; 0; 0.215000
Ordenado; -1; 1054; 0.006000; 7348.897000; 7348.903000
Jump; -1; 1054; 0.003000; 7348.897000; 7348.900000
Binaria; -1; 1054; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2770; 0.241000; 0; 0.241000
Ordenado; -1; 2770; 0.014000; 7348.897000; 7348.911000
Jump; -1; 2770; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2770; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 465; 0.199000; 0; 0.199000
Ordenado; -1; 465; 0.003000; 7348.897000; 7348.900000
Jump; -1; 465; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 465; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 2229; 0.196000; 0; 0.196000
Ordenado; -1; 2229; 0.011000; 7348.897000; 7348.908000
Jump; -1; 2229; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2229; 0.002000; 7348.897000; 7348.899000
Sequencial; 1810; 3959; 0.013000; 0; 0.013000
Ordenado; 2680; 3959; 0.020000; 7348.897000; 7348.917000
Jump; 2680; 3959; 0.002000; 7348.897000; 7348.899000
Binaria; 2680; 3959; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 204; 0.195000; 0; 0.195000
Ordenado; -1; 204; 0.002000; 7348.897000; 7348.899000
Jump; -1; 204; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 204; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2780; 0.194000; 0; 0.194000
Ordenado; -1; 2780; 0.014000; 7348.897000; 7348.911000
Jump; -1; 2780; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2780; 0.002000; 7348.897000; 7348.899000
Sequencial; 23409; 3682; 0.140000; 0; 0.140000
Ordenado; 2522; 3682; 0.018000; 7348.897000; 7348.915000
Jump; 2522; 3682; 0.002000; 7348.897000; 7348.899000
Binaria; 2522; 3682; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 2690; 0.194000; 0; 0.194000
Ordenado; -1; 2690; 0.014000; 7348.897000; 7348.911000
Jump; -1; 2690; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 2690; 0.002000; 7348.897000; 7348.899000
Sequencial; 9902; 2366; 0.060000; 0; 0.060000
Ordenado; 1578; 2366; 0.012000; 7348.897000; 7348.909000
Jump; 1578; 2366; 0.002000; 7348.897000; 7348.899000
Binaria; 1578; 2366; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4123; 0.195000; 0; 0.195000
Ordenado; -1; 4123; 0.034000; 7348.897000; 7348.931000
Jump; -1; 4123; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4123; 0.002000; 7348.897000; 7348.899000
Sequencial; 18081; 2456; 0.108000; 0; 0.108000
Ordenado; 1633; 2456; 0.013000; 7348.897000; 7348.910000
Jump; 1633; 2456; 0.002000; 7348.897000; 7348.899000
Binaria; 1633; 2456; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 4078; 0.198000; 0; 0.198000
Ordenado; -1; 4078; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4078; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4078; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4726; 0.196000; 0; 0.196000
Ordenado; -1; 4726; 0.023000; 7348.897000; 7348.920000
Jump; -1; 4726; 0.003000; 7348.897000; 7348.900000
Binaria; -1; 4726; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 4113; 0.194000; 0; 0.194000
Ordenado; -1; 4113; 0.021000; 7348.897000; 7348.918000
Jump; -1; 4113; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 4113; 0.002000; 7348.897000; 7348.899000
Sequencial; 21483; 3661; 0.131000; 0; 0.131000
Ordenado; 2506; 3661; 0.018000; 7348.897000; 7348.915000
Jump; 2506; 3661; 0.002000; 7348.897000; 7348.899000
Binaria; 2506; 3661; 0.002000; 7348.897000; 7348.899000
Sequencial; 2453; 1333; 0.016000; 0; 0.016000
Ordenado; 861; 1333; 0.007000; 7348.897000; 7348.904000
Jump; 861; 1333; 0.001000; 7348.897000; 7348.898000
Binaria; 861; 1333; 0.002000; 7348.897000; 7348.899000
Sequencial; 28629; 2989; 0.174000; 0; 0.174000
Ordenado; 2016; 2989; 0.016000; 7348.897000; 7348.913000
Jump; 2016; 2989; 0.002000; 7348.897000; 7348.899000
Binaria; 2016; 2989; 0.001000; 7348.897000; 7348.898000
Sequencial; -1; 3777; 0.205000; 0; 0.205000
Ordenado; -1; 3777; 0.020000; 7348.897000; 7348.917000
Jump; -1; 3777; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3777; 0.002000; 7348.897000; 7348.899000
Sequencial; -1; 3962; 0.203000; 0; 0.203000
Ordenado; -1; 3962; 0.022000; 7348.897000; 7348.919000
Jump; -1; 3962; 0.002000; 7348.897000; 7348.899000
Binaria; -1; 3962; 0.014000; 7348.897000; 7348.911000
