Busca;Posicao;Valor_Pesquisado;Tempo_Resposta;Tempo_Ordenar_Vetor;Tempo_Total_Busca
Sequencial; 502710; 30180; 2.980000; 0; 2.980000
Ordenado; 24350; 30180; 0.172000; 8015752.091000; 8015752.263000
Jump; 24350; 30180; 0.003000; 8015752.091000; 8015752.094000
Binaria; 24350; 30180; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 9844; 6.217000; 0; 6.217000
Ordenado; -1; 9844; 0.058000; 8015752.091000; 8015752.149000
Jump; -1; 9844; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 9844; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 79555; 6.212000; 0; 6.212000
Ordenado; -1; 79555; 0.452000; 8015752.091000; 8015752.543000
Jump; -1; 79555; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 79555; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 87513; 6.235000; 0; 6.235000
Ordenado; -1; 87513; 0.497000; 8015752.091000; 8015752.588000
Jump; -1; 87513; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 87513; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 78117; 6.219000; 0; 6.219000
Ordenado; -1; 78117; 0.446000; 8015752.091000; 8015752.537000
Jump; -1; 78117; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 78117; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 833945; 86225; 4.934000; 0; 4.934000
Ordenado; 69707; 86225; 0.488000; 8015752.091000; 8015752.579000
Jump; 69707; 86225; 0.003000; 8015752.091000; 8015752.094000
Binaria; 69707; 86225; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 872553; 71793; 5.175000; 0; 5.175000
Ordenado; 58128; 71793; 0.412000; 8015752.091000; 8015752.503000
Jump; 58128; 71793; 0.004000; 8015752.091000; 8015752.095000
Binaria; 58128; 71793; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 33829; 6.212000; 0; 6.212000
Ordenado; -1; 33829; 0.196000; 8015752.091000; 8015752.287000
Jump; -1; 33829; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 33829; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 724792; 54026; 4.350000; 0; 4.350000
Ordenado; 43681; 54026; 0.309000; 8015752.091000; 8015752.400000
Jump; 43681; 54026; 0.003000; 8015752.091000; 8015752.094000
Binaria; 43682; 54026; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 172650; 46780; 1.021000; 0; 1.021000
Ordenado; 37831; 46780; 0.267000; 8015752.091000; 8015752.358000
Jump; 37831; 46780; 0.003000; 8015752.091000; 8015752.094000
Binaria; 37832; 46780; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 91889; 23067; 0.553000; 0; 0.553000
Ordenado; 18623; 23067; 0.130000; 8015752.091000; 8015752.221000
Jump; 18623; 23067; 0.002000; 8015752.091000; 8015752.093000
Binaria; 18623; 23067; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 72970; 96600; 0.429000; 0; 0.429000
Ordenado; 78186; 96600; 0.543000; 8015752.091000; 8015752.634000
Jump; 78186; 96600; 0.003000; 8015752.091000; 8015752.094000
Binaria; 78188; 96600; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 81358; 6.225000; 0; 6.225000
Ordenado; -1; 81358; 0.468000; 8015752.091000; 8015752.559000
Jump; -1; 81358; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 81358; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 52403; 98085; 0.312000; 0; 0.312000
Ordenado; 79391; 98085; 0.557000; 8015752.091000; 8015752.648000
Jump; 79391; 98085; 0.004000; 8015752.091000; 8015752.095000
Binaria; 79391; 98085; 0.001000; 8015752.091000; 8015752.092000
Sequencial; 290188; 56915; 1.720000; 0; 1.720000
Ordenado; 46074; 56915; 0.324000; 8015752.091000; 8015752.415000
Jump; 46074; 56915; 0.003000; 8015752.091000; 8015752.094000
Binaria; 46074; 56915; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 4309; 6.332000; 0; 6.332000
Ordenado; -1; 4309; 0.026000; 8015752.091000; 8015752.117000
Jump; -1; 4309; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 4309; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 920930; 66797; 5.480000; 0; 5.480000
Ordenado; 54080; 66797; 0.381000; 8015752.091000; 8015752.472000
Jump; 54080; 66797; 0.003000; 8015752.091000; 8015752.094000
Binaria; 54080; 66797; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 75820; 56257; 0.460000; 0; 0.460000
Ordenado; 45544; 56257; 0.316000; 8015752.091000; 8015752.407000
Jump; 45544; 56257; 0.003000; 8015752.091000; 8015752.094000
Binaria; 45544; 56257; 0.001000; 8015752.091000; 8015752.092000
Sequencial; -1; 39723; 6.218000; 0; 6.218000
Ordenado; -1; 39723; 0.228000; 8015752.091000; 8015752.319000
Jump; -1; 39723; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 39723; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 3681; 6.217000; 0; 6.217000
Ordenado; -1; 3681; 0.023000; 8015752.091000; 8015752.114000
Jump; -1; 3681; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 3681; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 556783; 84681; 3.287000; 0; 3.287000
Ordenado; 68524; 84681; 0.484000; 8015752.091000; 8015752.575000
Jump; 68524; 84681; 0.003000; 8015752.091000; 8015752.094000
Binaria; 68524; 84681; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 861618; 49863; 5.127000; 0; 5.127000
Ordenado; 40447; 49863; 0.289000; 8015752.091000; 8015752.380000
Jump; 40447; 49863; 0.003000; 8015752.091000; 8015752.094000
Binaria; 40447; 49863; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 431108; 37989; 2.594000; 0; 2.594000
Ordenado; 30658; 37989; 0.217000; 8015752.091000; 8015752.308000
Jump; 30658; 37989; 0.003000; 8015752.091000; 8015752.094000
Binaria; 30660; 37989; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 79047; 6.211000; 0; 6.211000
Ordenado; -1; 79047; 0.452000; 8015752.091000; 8015752.543000
Jump; -1; 79047; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 79047; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 29681; 6.214000; 0; 6.214000
Ordenado; -1; 29681; 0.170000; 8015752.091000; 8015752.261000
Jump; -1; 29681; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 29681; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 26890; 6.227000; 0; 6.227000
Ordenado; -1; 26890; 0.154000; 8015752.091000; 8015752.245000
Jump; -1; 26890; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 26890; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 129872; 88915; 0.768000; 0; 0.768000
Ordenado; 71877; 88915; 0.506000; 8015752.091000; 8015752.597000
Jump; 71877; 88915; 0.003000; 8015752.091000; 8015752.094000
Binaria; 71877; 88915; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 73485; 6.248000; 0; 6.248000
Ordenado; -1; 73485; 0.415000; 8015752.091000; 8015752.506000
Jump; -1; 73485; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 73485; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 861; 6.221000; 0; 6.221000
Ordenado; -1; 861; 0.006000; 8015752.091000; 8015752.097000
Jump; -1; 861; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 861; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 1024130; 71473; 6.078000; 0; 6.078000
Ordenado; 57875; 71473; 0.410000; 8015752.091000; 8015752.501000
Jump; 57875; 71473; 0.004000; 8015752.091000; 8015752.095000
Binaria; 57875; 71473; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 10272; 6.221000; 0; 6.221000
Ordenado; -1; 10272; 0.061000; 8015752.091000; 8015752.152000
Jump; -1; 10272; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 10272; 0.003000; 8015752.091000; 8015752.094000
Sequencial; -1; 47393; 6.231000; 0; 6.231000
Ordenado; -1; 47393; 0.272000; 8015752.091000; 8015752.363000
Jump; -1; 47393; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 47393; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 613063; 97670; 3.630000; 0; 3.630000
Ordenado; 79054; 97670; 0.558000; 8015752.091000; 8015752.649000
Jump; 79054; 97670; 0.003000; 8015752.091000; 8015752.094000
Binaria; 79054; 97670; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 923896; 89827; 5.512000; 0; 5.512000
Ordenado; 72641; 89827; 0.507000; 8015752.091000; 8015752.598000
Jump; 72641; 89827; 0.004000; 8015752.091000; 8015752.095000
Binaria; 72641; 89827; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 34907; 6.380000; 0; 6.380000
Ordenado; -1; 34907; 0.199000; 8015752.091000; 8015752.290000
Jump; -1; 34907; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 34907; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 596635; 75787; 3.532000; 0; 3.532000
Ordenado; 61326; 75787; 0.445000; 8015752.091000; 8015752.536000
Jump; 61326; 75787; 0.004000; 8015752.091000; 8015752.095000
Binaria; 61326; 75787; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 143394; 76053; 0.849000; 0; 0.849000
Ordenado; 61536; 76053; 0.429000; 8015752.091000; 8015752.520000
Jump; 61536; 76053; 0.003000; 8015752.091000; 8015752.094000
Binaria; 61536; 76053; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 23052; 6.511000; 0; 6.511000
Ordenado; -1; 23052; 0.130000; 8015752.091000; 8015752.221000
Jump; -1; 23052; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 23052; 0.003000; 8015752.091000; 8015752.094000
Sequencial; -1; 9616; 6.281000; 0; 6.281000
Ordenado; -1; 9616; 0.055000; 8015752.091000; 8015752.146000
Jump; -1; 9616; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 9616; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 734732; 46431; 4.371000; 0; 4.371000
Ordenado; 37569; 46431; 0.265000; 8015752.091000; 8015752.356000
Jump; 37569; 46431; 0.003000; 8015752.091000; 8015752.094000
Binaria; 37570; 46431; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 397657; 69832; 2.356000; 0; 2.356000
Ordenado; 56606; 69832; 0.396000; 8015752.091000; 8015752.487000
Jump; 56606; 69832; 0.003000; 8015752.091000; 8015752.094000
Binaria; 56606; 69832; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 49036; 6.215000; 0; 6.215000
Ordenado; -1; 49036; 0.280000; 8015752.091000; 8015752.371000
Jump; -1; 49036; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 49036; 0.003000; 8015752.091000; 8015752.094000
Sequencial; -1; 43031; 6.216000; 0; 6.216000
Ordenado; -1; 43031; 0.247000; 8015752.091000; 8015752.338000
Jump; -1; 43031; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 43031; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 80059; 51191; 0.480000; 0; 0.480000
Ordenado; 41485; 51191; 0.298000; 8015752.091000; 8015752.389000
Jump; 41485; 51191; 0.003000; 8015752.091000; 8015752.094000
Binaria; 41485; 51191; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 281493; 63473; 1.694000; 0; 1.694000
Ordenado; 51374; 63473; 0.367000; 8015752.091000; 8015752.458000
Jump; 51374; 63473; 0.003000; 8015752.091000; 8015752.094000
Binaria; 51374; 63473; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 99946; 6.233000; 0; 6.233000
Ordenado; -1; 99946; 0.562000; 8015752.091000; 8015752.653000
Jump; -1; 99946; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 99946; 0.001000; 8015752.091000; 8015752.092000
Sequencial; 126286; 55500; 0.748000; 0; 0.748000
Ordenado; 44886; 55500; 0.315000; 8015752.091000; 8015752.406000
Jump; 44886; 55500; 0.004000; 8015752.091000; 8015752.095000
Binaria; 44888; 55500; 0.003000; 8015752.091000; 8015752.094000
Sequencial; -1; 30270; 6.223000; 0; 6.223000
Ordenado; -1; 30270; 0.171000; 8015752.091000; 8015752.262000
Jump; -1; 30270; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 30270; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 405244; 56203; 2.393000; 0; 2.393000
Ordenado; 45486; 56203; 0.323000; 8015752.091000; 8015752.414000
Jump; 45486; 56203; 0.003000; 8015752.091000; 8015752.094000
Binaria; 45486; 56203; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 610920; 11576; 3.615000; 0; 3.615000
Ordenado; 9306; 11576; 0.067000; 8015752.091000; 8015752.158000
Jump; 9306; 11576; 0.002000; 8015752.091000; 8015752.093000
Binaria; 9308; 11576; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 50303; 6.212000; 0; 6.212000
Ordenado; -1; 50303; 0.292000; 8015752.091000; 8015752.383000
Jump; -1; 50303; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 50303; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 4361; 57237; 0.027000; 0; 0.027000
Ordenado; 46326; 57237; 0.320000; 8015752.091000; 8015752.411000
Jump; 46326; 57237; 0.003000; 8015752.091000; 8015752.094000
Binaria; 46326; 57237; 0.001000; 8015752.091000; 8015752.092000
Sequencial; -1; 77791; 6.206000; 0; 6.206000
Ordenado; -1; 77791; 0.453000; 8015752.091000; 8015752.544000
Jump; -1; 77791; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 77791; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 48795; 88292; 0.290000; 0; 0.290000
Ordenado; 71348; 88292; 0.494000; 8015752.091000; 8015752.585000
Jump; 71348; 88292; 0.003000; 8015752.091000; 8015752.094000
Binaria; 71348; 88292; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 525425; 36284; 3.125000; 0; 3.125000
Ordenado; 29297; 36284; 0.207000; 8015752.091000; 8015752.298000
Jump; 29297; 36284; 0.003000; 8015752.091000; 8015752.094000
Binaria; 29297; 36284; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 23824; 6.231000; 0; 6.231000
Ordenado; -1; 23824; 0.136000; 8015752.091000; 8015752.227000
Jump; -1; 23824; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 23824; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 15182; 6.250000; 0; 6.250000
Ordenado; -1; 15182; 0.090000; 8015752.091000; 8015752.181000
Jump; -1; 15182; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 15182; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 25718; 41551; 0.156000; 0; 0.156000
Ordenado; 33584; 41551; 0.235000; 8015752.091000; 8015752.326000
Jump; 33584; 41551; 0.003000; 8015752.091000; 8015752.094000
Binaria; 33584; 41551; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 97309; 6.342000; 0; 6.342000
Ordenado; -1; 97309; 0.554000; 8015752.091000; 8015752.645000
Jump; -1; 97309; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 97309; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 773201; 32396; 4.594000; 0; 4.594000
Ordenado; 26224; 32396; 0.185000; 8015752.091000; 8015752.276000
Jump; 26224; 32396; 0.003000; 8015752.091000; 8015752.094000
Binaria; 26224; 32396; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 627482; 13024; 3.723000; 0; 3.723000
Ordenado; 10491; 13024; 0.074000; 8015752.091000; 8015752.165000
Jump; 10491; 13024; 0.003000; 8015752.091000; 8015752.094000
Binaria; 10491; 13024; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 7582; 6.225000; 0; 6.225000
Ordenado; -1; 7582; 0.043000; 8015752.091000; 8015752.134000
Jump; -1; 7582; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 7582; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 242502; 79789; 1.434000; 0; 1.434000
Ordenado; 64604; 79789; 0.456000; 8015752.091000; 8015752.547000
Jump; 64604; 79789; 0.004000; 8015752.091000; 8015752.095000
Binaria; 64604; 79789; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 124980; 27046; 0.738000; 0; 0.738000
Ordenado; 21798; 27046; 0.152000; 8015752.091000; 8015752.243000
Jump; 21798; 27046; 0.002000; 8015752.091000; 8015752.093000
Binaria; 21800; 27046; 0.001000; 8015752.091000; 8015752.092000
Sequencial; -1; 97409; 6.225000; 0; 6.225000
Ordenado; -1; 97409; 0.556000; 8015752.091000; 8015752.647000
Jump; -1; 97409; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 97409; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 80463; 31048; 0.475000; 0; 0.475000
Ordenado; 25057; 31048; 0.174000; 8015752.091000; 8015752.265000
Jump; 25057; 31048; 0.002000; 8015752.091000; 8015752.093000
Binaria; 25057; 31048; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 776821; 2833; 4.607000; 0; 4.607000
Ordenado; 2333; 2833; 0.017000; 8015752.091000; 8015752.108000
Jump; 2333; 2833; 0.002000; 8015752.091000; 8015752.093000
Binaria; 2333; 2833; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 196574; 89814; 1.169000; 0; 1.169000
Ordenado; 72629; 89814; 0.510000; 8015752.091000; 8015752.601000
Jump; 72629; 89814; 0.003000; 8015752.091000; 8015752.094000
Binaria; 72629; 89814; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 172123; 54100; 1.012000; 0; 1.012000
Ordenado; 43748; 54100; 0.306000; 8015752.091000; 8015752.397000
Jump; 43748; 54100; 0.003000; 8015752.091000; 8015752.094000
Binaria; 43748; 54100; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 120560; 28802; 0.704000; 0; 0.704000
Ordenado; 23246; 28802; 0.162000; 8015752.091000; 8015752.253000
Jump; 23246; 28802; 0.003000; 8015752.091000; 8015752.094000
Binaria; 23248; 28802; 0.001000; 8015752.091000; 8015752.092000
Sequencial; -1; 36246; 6.209000; 0; 6.209000
Ordenado; -1; 36246; 0.206000; 8015752.091000; 8015752.297000
Jump; -1; 36246; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 36246; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 63055; 40285; 0.377000; 0; 0.377000
Ordenado; 32514; 40285; 0.226000; 8015752.091000; 8015752.317000
Jump; 32514; 40285; 0.002000; 8015752.091000; 8015752.093000
Binaria; 32516; 40285; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 663894; 94190; 3.939000; 0; 3.939000
Ordenado; 76223; 94190; 0.536000; 8015752.091000; 8015752.627000
Jump; 76223; 94190; 0.004000; 8015752.091000; 8015752.095000
Binaria; 76223; 94190; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 932935; 79277; 5.536000; 0; 5.536000
Ordenado; 64165; 79277; 0.459000; 8015752.091000; 8015752.550000
Jump; 64165; 79277; 0.003000; 8015752.091000; 8015752.094000
Binaria; 64165; 79277; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 7828; 6.231000; 0; 6.231000
Ordenado; -1; 7828; 0.046000; 8015752.091000; 8015752.137000
Jump; -1; 7828; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 7828; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 570170; 57663; 3.391000; 0; 3.391000
Ordenado; 46648; 57663; 0.334000; 8015752.091000; 8015752.425000
Jump; 46648; 57663; 0.003000; 8015752.091000; 8015752.094000
Binaria; 46648; 57663; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 38995; 95576; 0.241000; 0; 0.241000
Ordenado; 77311; 95576; 0.559000; 8015752.091000; 8015752.650000
Jump; 77311; 95576; 0.005000; 8015752.091000; 8015752.096000
Binaria; 77312; 95576; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 79680; 6.289000; 0; 6.289000
Ordenado; -1; 79680; 0.456000; 8015752.091000; 8015752.547000
Jump; -1; 79680; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 79680; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 71106; 87933; 0.424000; 0; 0.424000
Ordenado; 71093; 87933; 0.500000; 8015752.091000; 8015752.591000
Jump; 71093; 87933; 0.003000; 8015752.091000; 8015752.094000
Binaria; 71093; 87933; 0.003000; 8015752.091000; 8015752.094000
Sequencial; -1; 51779; 6.285000; 0; 6.285000
Ordenado; -1; 51779; 0.298000; 8015752.091000; 8015752.389000
Jump; -1; 51779; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 51779; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 91256; 6.245000; 0; 6.245000
Ordenado; -1; 91256; 0.517000; 8015752.091000; 8015752.608000
Jump; -1; 91256; 0.004000; 8015752.091000; 8015752.095000
Binaria; -1; 91256; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 384476; 38236; 2.276000; 0; 2.276000
Ordenado; 30870; 38236; 0.219000; 8015752.091000; 8015752.310000
Jump; 30870; 38236; 0.003000; 8015752.091000; 8015752.094000
Binaria; 30870; 38236; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 25368; 6.583000; 0; 6.583000
Ordenado; -1; 25368; 0.145000; 8015752.091000; 8015752.236000
Jump; -1; 25368; 0.002000; 8015752.091000; 8015752.093000
Binaria; -1; 25368; 0.016000; 8015752.091000; 8015752.107000
Sequencial; 580935; 69048; 3.564000; 0; 3.564000
Ordenado; 56005; 69048; 0.396000; 8015752.091000; 8015752.487000
Jump; 56005; 69048; 0.003000; 8015752.091000; 8015752.094000
Binaria; 56005; 69048; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 26529; 6.333000; 0; 6.333000
Ordenado; -1; 26529; 0.151000; 8015752.091000; 8015752.242000
Jump; -1; 26529; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 26529; 0.003000; 8015752.091000; 8015752.094000
Sequencial; 278491; 78004; 1.651000; 0; 1.651000
Ordenado; 63128; 78004; 0.446000; 8015752.091000; 8015752.537000
Jump; 63128; 78004; 0.003000; 8015752.091000; 8015752.094000
Binaria; 63128; 78004; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 968741; 92872; 5.763000; 0; 5.763000
Ordenado; 75124; 92872; 0.528000; 8015752.091000; 8015752.619000
Jump; 75124; 92872; 0.003000; 8015752.091000; 8015752.094000
Binaria; 75124; 92872; 0.002000; 8015752.091000; 8015752.093000
Sequencial; -1; 58063; 6.223000; 0; 6.223000
Ordenado; -1; 58063; 0.332000; 8015752.091000; 8015752.423000
Jump; -1; 58063; 0.003000; 8015752.091000; 8015752.094000
Binaria; -1; 58063; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 86297; 19555; 0.522000; 0; 0.522000
Ordenado; 15793; 19555; 0.110000; 8015752.091000; 8015752.201000
Jump; 15793; 19555; 0.003000; 8015752.091000; 8015752.094000
Binaria; 15793; 19555; 0.002000; 8015752.091000; 8015752.093000
Sequencial; 343779; 90182; 2.038000; 0; 2.038000
Ordenado; 72931; 90182; 0.513000; 8015752.091000; 8015752.604000
Jump; 72931; 90182; 0.003000; 8015752.091000; 8015752.094000
Binaria; 72931; 90182; 0.002000; 8015752.091000; 8015752.093000
